Time[8ns],Data[7:0],Status[2:0],/RDY,/ASTB,/TR,/RST,/TE
219886687,141,3,0,1,0,1,0
219886688,132,3,0,1,0,1,0
219886689,212,3,0,0,0,1,0
219886697,212,3,0,1,0,1,0
219886732,212,3,0,0,0,1,0
219886780,212,3,0,1,0,1,0
219886966,212,3,1,1,0,1,0
219887000,212,3,0,1,0,1,0
219887010,230,3,0,1,0,1,0
219887044,230,3,0,0,0,1,0
219887092,230,3,0,1,0,1,0
219887372,230,3,1,1,0,1,0
219887406,230,3,0,1,0,1,0
219887407,34,3,0,0,0,1,0
219887416,50,3,0,1,0,1,0
219887450,50,3,0,0,0,1,0
219887498,50,3,0,1,0,1,0
219887684,50,3,1,1,0,1,0
219887718,50,3,0,1,0,1,0
219887719,18,3,0,1,0,1,0
219887728,223,3,0,1,0,1,0
219887762,223,3,0,0,0,1,0
219887811,223,3,0,1,0,1,0
219887997,223,3,1,1,0,1,0
219888031,223,3,0,1,0,1,0
219888032,150,3,0,0,0,1,0
219888041,150,3,0,1,0,1,0
219888075,150,3,0,0,0,1,0
219888123,150,3,0,1,0,1,0
219888309,150,3,1,1,0,1,0
219888343,150,3,0,1,0,1,0
219888344,134,3,0,1,0,1,0
219888353,238,3,0,1,0,1,0
219888387,238,3,0,0,0,1,0
219888436,238,3,0,1,0,1,0
219888622,238,3,1,1,0,1,0
219888656,238,3,0,1,0,1,0
219888657,37,3,0,0,0,1,0
219888666,53,3,0,1,0,1,0
219888700,53,3,0,0,0,1,0
219888748,53,3,0,1,0,1,0
219888934,53,3,1,1,0,1,0
219888968,53,3,0,1,0,1,0
219888969,21,3,0,1,0,1,0
219888970,151,3,0,0,0,1,0
219888978,151,3,0,1,0,1,0
219889012,151,3,0,0,0,1,0
219889060,151,3,0,1,0,1,0
219889340,151,3,1,1,0,1,0
219889374,151,3,0,1,0,1,0
219889375,147,3,0,0,0,1,0
219889384,155,3,0,1,0,1,0
219889418,155,3,0,0,0,1,0
219889467,155,3,0,1,0,1,0
219889653,155,3,1,1,0,1,0
219889686,155,3,0,1,0,1,0
219889687,137,3,0,1,0,1,0
219889696,141,3,0,1,0,1,0
219889731,141,3,0,0,0,1,0
219889779,141,3,0,1,0,1,0
219889965,141,3,1,1,0,1,0
219889999,141,3,0,1,0,1,0
219890000,164,3,0,1,0,1,0
219890009,180,3,0,1,0,1,0
219890043,180,3,0,0,0,1,0
219890092,180,3,0,1,0,1,0
219890278,180,3,1,1,0,1,0
219890311,180,3,0,1,0,1,0
219890312,164,3,0,1,0,1,0
219890321,230,3,0,1,0,1,0
219890356,230,3,0,0,0,1,0
219890404,230,3,0,1,0,1,0
219890590,230,3,1,1,0,1,0
219890624,230,3,0,1,0,1,0
219890627,7,3,0,0,0,1,0
219890634,7,3,0,1,0,1,0
219890668,7,3,0,0,0,1,0
219890716,7,3,0,1,0,1,0
219890996,7,3,1,1,0,1,0
219891030,7,3,0,1,0,1,0
219891031,29,3,0,1,0,1,0
219891040,189,3,0,1,0,1,0
219891074,189,3,0,0,0,1,0
219891123,189,3,0,1,0,1,0
219891309,189,3,1,1,0,1,0
219891342,189,3,0,1,0,1,0
219891343,140,3,0,1,0,1,0
219891346,12,3,0,0,0,1,0
219891347,14,3,0,0,0,1,0
219891352,14,3,0,1,0,1,0
219891387,14,3,0,0,0,1,0
219891435,14,3,0,1,0,1,0
219891621,14,3,1,1,0,1,0
219891655,14,3,0,1,0,1,0
219891656,161,3,0,0,0,1,0
219891665,161,3,0,1,0,1,0
219891699,161,3,0,0,0,1,0
219891747,161,3,0,1,0,1,0
219891933,161,3,1,1,0,1,0
219891967,161,3,0,1,0,1,0
219891968,129,3,0,1,0,1,0
219891969,145,3,0,1,0,1,0
219891970,145,3,0,0,0,1,0
219891977,145,3,0,1,0,1,0
219892011,145,3,0,0,0,1,0
219892060,145,3,0,1,0,1,0
219892246,145,3,1,1,0,1,0
219892279,145,3,0,1,0,1,0
219892280,129,3,0,1,0,1,0
219892289,161,3,0,1,0,1,0
219892324,161,3,0,0,0,1,0
219892372,161,3,0,1,0,1,0
219892558,161,3,1,1,0,1,0
219892592,161,3,0,1,0,1,0
219892593,160,3,0,1,0,1,0
219892602,162,3,0,1,0,1,0
219892636,162,3,0,0,0,1,0
219892685,162,3,0,1,0,1,0
219892964,162,3,1,1,0,1,0
219892999,162,3,0,1,0,1,0
219893008,186,3,0,1,0,1,0
219893042,186,3,0,0,0,1,0
219893091,186,3,0,1,0,1,0
219893277,186,3,1,1,0,1,0
219893310,186,3,0,1,0,1,0
219893311,146,3,0,1,0,1,0
219893313,22,3,0,0,0,1,0
219893320,22,3,0,1,0,1,0
219893355,22,3,0,0,0,1,0
219893403,22,3,0,1,0,1,0
219893589,22,3,1,1,0,1,0
219893623,22,3,0,1,0,1,0
219893624,0,3,0,0,0,1,0
219893633,0,3,0,1,0,1,0
219893667,0,3,0,0,0,1,0
219893716,0,3,0,1,0,1,0
219893902,0,3,1,1,0,1,0
219893936,0,3,0,1,0,1,0
219893945,174,3,0,1,0,1,0
219893979,174,3,0,0,0,1,0
219894028,174,3,0,1,0,1,0
219894214,174,3,1,1,0,1,0
219894248,174,3,0,1,0,1,0
219894258,238,3,0,1,0,1,0
219894292,238,3,0,0,0,1,0
219894341,238,3,0,1,0,1,0
